,occurrence_no,Locality,county_original,state,cc
2117,1423589,Opolskie,,Opolskie,PL
2118,1423590,Opolskie,,Opolskie,PL
2119,1423607,Baden,Baden,Lower Austria,AT
2120,1423609,Arkhangel'sk,,Arkhangel'sk,RU
2121,1423614,Kostroma,,Kostroma,RU
2122,1423615,Nikolsk,Nikolsk,Vologda,RU
2123,1423616,Vosges,,Vosges,FR
2124,1423617,Bas-Rhin,,Bas-Rhin,FR
2125,1423618,Baden-Wurttemberg,,Baden-Wurttemberg,DE
2126,1423653,Valle Fertil,Valle Fertil,San Juan,AR
2127,1423654,Nordrhein-Westfalen,,Nordrhein-Westfalen,DE
2128,1423655,Arkhangel'sk,,Arkhangel'sk,RU
2129,1423663,Kirov,,Kirov,RU
2130,1423664,Weisseritzkreis,Weisseritzkreis,Saxony,DE
2131,1423665,Thuringia,,Thuringia,DE
2132,1424999,Archer,Archer,Texas,US
2133,1425011,Archer,Archer,Texas,US
2134,1425012,Archer,Archer,Texas,US
2135,1425271,Pilsen-North,Pilsen-North,Pilsen,CZ
2136,1425273,Boheme,,Boheme,CZ
2137,1425274,,,,CZ
2138,1425275,Pilsen-North,Pilsen-North,Pilsen,CZ
2139,1425276,Jefferson,Jefferson,Ohio,US
2140,1425279,South Moravia,,South Moravia,CZ
2141,1425280,Pilsen-North,Pilsen-North,Pilsen,CZ
2142,1425281,Pilsen-North,Pilsen-North,Pilsen,CZ
2143,1425282,Pilsen-North,Pilsen-North,Pilsen,CZ
2144,1425288,Pilsen-North,Pilsen-North,Pilsen,CZ
2145,1425289,Pilsen-North,Pilsen-North,Pilsen,CZ
2146,1425291,Pilsen-North,Pilsen-North,Pilsen,CZ
2147,1425294,Alleghany,Alleghany,Pennsylvania,US
2148,1428417,Prince Albert,Prince Albert,Western Cape,ZA
2149,1428991,Western Cape,,Western Cape,ZA
2150,1429155,Texas,,Texas,US
2151,1429156,Texas,,Texas,US
2152,1429175,Taylor,Taylor,Texas,US
2153,1475019,,,,MA
2154,1491277,Crosby,Crosby,Texas,US
2155,1491392,Clay,Clay,Texas,US
2156,1491648,Clay,Clay,Texas,US
2157,1491819,Clay,Clay,Texas,US
2158,1491824,Montague,Montague,Texas,US
2159,1494771,Shahdol,Shahdol,Madhya Pradesh,IN
2160,1494775,Shahdol,Shahdol,Madhya Pradesh,IN
2161,1494788,Shahdol,Shahdol,Madhya Pradesh,IN
2162,1517672,,,,SJ
2163,1535404,Greenwood County,Greenwood County,Kansas,US
2164,1535408,Greenwood County,Greenwood County,Kansas,US
2165,1545289,Comanche,Comanche,Oklahoma,US
2166,1545290,Comanche,Comanche,Oklahoma,US
2167,1545818,San Miguel,San Miguel,Colorado,US
2168,1545820,Bourgogne,,Bourgogne,FR
2169,1545821,Illinois,,Illinois,US
2170,1546518,Apache,Apache,Arizona,US
2171,1546563,Blaine,Blaine,Oklahoma,US
2172,1546564,Allier,,Allier,FR
2173,1546565,Allier,,Allier,FR
2174,1546686,,,,CZ
2175,1546691,Gotha District,Gotha District,Thuringia,DE
2176,1546692,Gotha District,Gotha District,Thuringia,DE
2177,1546693,Thuringia,,Thuringia,DE
2178,1546694,Thuringia,,Thuringia,DE
2179,1546695,Thuringia,,Thuringia,DE
2180,1546803,Garza,Garza,Texas,US
2181,1546983,Westphalia,,Westphalia,DE
2182,1547000,Utah,,Utah,US
2183,1547018,Cibola,Cibola,New Mexico,US
2184,1547077,Rio Arriba,Rio Arriba,New Mexico,US
2185,1547082,West Bengal,,West Bengal,IN
2186,1547083,Queensland,,Queensland,AU
2187,1547084,Queensland,,Queensland,AU
2188,1547197,Queensland,,Queensland,AU
2189,1547198,Nikolsky District,Nikolsky District,Vologda oblast,RU
2190,1558355,Bernalillo,Bernalillo,New Mexico,US
2191,1558912,Gelderland,,Gelderland,NL
2192,1561169,,,,AA
2193,1564214,Noble,Noble,Oklahoma,US
2194,1567343,Tillman,Tillman,Oklahoma,US
2195,1567353,Tillman,Tillman,Oklahoma,US
2196,1567369,Tillman,Tillman,Oklahoma,US
2197,1567370,Tillman,Tillman,Oklahoma,US
2198,1567371,Tillman,Tillman,Oklahoma,US
2199,1567392,Tillman,Tillman,Oklahoma,US
2200,1567393,Tillman,Tillman,Oklahoma,US
2201,1567394,Tillman,Tillman,Oklahoma,US
2202,1567399,Saarland,,Saarland,DE
2203,1576258,Marrakech-Safi,,Marrakech-Safi,MA
2204,1576259,Marrakech-Safi,,Marrakech-Safi,MA
2205,1576261,Marrakech-Safi,,Marrakech-Safi,MA
2206,1578935,Apache,Apache,Arizona,US
2207,1584331,Lebach/Saar,Lebach/Saar,Saarland,DE
2208,1589314,Rio Arriba,Rio Arriba,New Mexico,US
2209,1598132,,,,DE
2210,1626336,Arizona,,Arizona,US
2211,1639000,Bavaria,,Bavaria,DE
2212,1639001,Thuringia,,Thuringia,DE
2213,1639800,New South Wales,,New South Wales,AU
2214,1640636,Perm,,Perm,RU
2215,1640654,Samara,,Samara,RU
2216,1640655,Samara,,Samara,RU
2217,1640842,Krkonose,,Krkonose,CZ
2218,1640844,Krkonose,,Krkonose,CZ
2219,1640845,Krkonose,,Krkonose,CZ
2220,1640846,Krkonose,,Krkonose,CZ
2221,1640847,Krkonose,,Krkonose,CZ
2222,1642295,Kusel,Kusel,Rhineland-Palatinate,DE
2223,1642296,Kusel,Kusel,Rhineland-Palatinate,DE
2224,1643371,Liberec,,Liberec,CZ
2225,1643373,Liberec,,Liberec,CZ
2226,1643375,Liberec,,Liberec,CZ
2227,1643397,Liberec,,Liberec,CZ
2228,1643411,Liberec,,Liberec,CZ
2229,1646160,Vologda,,Vologda,RU
2230,1646173,Vologda,,Vologda,RU
2231,1646274,Vologda,,Vologda,RU
2232,1646560,Rybinsk,Rybinsk,Yaroslavl,RU
2233,N1,Sao Jeronimo da Serra,Sao Jeronimo da Serra,PR,BR
2234,N10,Pivetta,Pivetta,RS,BR
2235,N11,Pivetta,Pivetta,RS,BR
2236,N12,Serra do Cadeado,Serra do Cadeado,PR,BR
2237,N13,RS,-,RS,BR
2238,N14,Toroqua,Toroqua,RS,BR
2239,N2,Morro do Mulato,Morro do Mulato,PR,BR
2240,N3,Morro do Mulato,Morro do Mulato,PR,BR
2241,N4,Morro do Mulato,Morro do Mulato,PR,BR
2242,N5,Morro do Mulato,Morro do Mulato,PR,BR
2243,N6,Morro do Mulato,Morro do Mulato,PR,BR
2244,N7,Morro do Mulato,Morro do Mulato,PR,BR
2245,N8,Buriol,Buriol,RS,BR
2246,N9,Buriol,Buriol,RS,BR
