genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mean_pt_1myr_z_trans_NN,Mod_R_deltaTMyr_pt_1myr_z_trans_NN,mean_pt_1myr_z_trans_WI,Mod_R_deltaTMyr_pt_1myr_z_trans_WI,Stage
Merriamosaurus,-0.336825198,1,0,0,0,248.95749896396399,248.68890068068066,0.2685982832833247,1.935236491111111,1.9150561011111111,1.9092488182519396,-0.6703432065006151,1.8962772167625306,-0.737316639538952,Early Triassic
Mesodapedon,-0.336825198,0,0,1,0,244.80450523423423,244.19581015515513,0.6086950790790979,1.3542318811111111,0.3201583344444444,0.8147716463490362,-0.7965389385741263,1.3849291412847204,0.2586134388043852,Anisian
Mesosuchus,-0.336825198,0,0,1,0,246.6452631001001,238.63439541341342,8.01086768668668,4.460438528888889,0.8596406133333333,1.4031508958770587,0.3997044364893573,1.4031508958770587,0.3997044364893573,Mixed
Microcnemus,1.185845837,1,0,0,0,251.86587659859862,246.9170843993994,4.948792199199204,1.9119584266666667,0.8906233877777777,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Mikadocephalus,1.593895505,1,1,0,0,247.6419582012012,236.22150522022022,11.420452980980969,1.607909172222222,0.3346803555555556,1.2155337369968031,0.15242927306271165,1.2155337369968031,0.15242927306271165,Mixed
Milleretta,-0.135345146,0,0,1,0,260.7886467007007,251.39947317017015,9.38917353053057,0.5853668322222222,0.9062660066666667,-0.4052604976330985,0.18089490865198496,-0.4052604976330985,0.18089490865198496,Lopingian
Millerinoides,-0.336825198,0,0,1,0,255.80078648348348,255.69533911511513,0.10544736836834545,1.1585080433333335,1.1355980866666666,-0.5583983187478894,-0.0119614923970951,-0.6795785388170315,-0.045844934679527535,Lopingian
Milleropsis,-0.163030991,0,0,1,0,260.73944489489486,251.9056867037037,8.833758191191151,0.6398929755555557,1.0000440122222223,-0.4052604976330985,0.18089490865198496,-0.4052604976330985,0.18089490865198496,Lopingian
Millerosaurus,-0.163030991,0,0,1,0,259.86988865265266,252.30037470170168,7.569513950950977,0.5006347888888889,0.7372437388888888,-0.5274013517164857,-0.3363390419630069,-0.5274013517164857,-0.3363390419630069,Lopingian
Mixosaurus,0.29235441,0,1,0,0,246.94371075975977,237.26363569769768,9.680075062062087,2.1485894455555554,0.5324905877777778,1.3049966145773815,0.27599397778133045,1.3049966145773815,0.27599397778133045,Mixed
Moradisaurus,-0.125537215,0,1,0,0,258.48784576976976,251.68670816216218,6.801137607607586,0.5011385044444444,1.12680982,-0.4253124756351405,0.11873754773507418,-0.4253124756351405,0.11873754773507418,Lopingian
Nanchangosaurus,0.072265568,0,1,0,0,250.52780019219222,236.05980067167167,14.46799952052055,1.5473510577777776,0.45730788888888885,1.376405242524066,-0.07606933620020638,1.376405242524066,-0.07606933620020638,Mixed
Nanoparia,-0.163030991,0,0,1,0,260.40539104704703,254.2296138198198,6.175777227227229,0.5858392355555555,0.4380435166666667,-0.3570262323043322,-0.18438901281440548,-0.3570262323043322,-0.18438901281440548,Lopingian
Neoprocolophon,-0.336825198,1,0,0,0,244.5426958078078,244.24143985585584,0.3012559519519584,1.2727954844444445,1.5893466533333334,1.9554463929321844,1.3144315938900808,1.5082245182140306,0.4867879541659985,Anisian
Neusticosaurus,0.312331759,1,1,0,0,246.15112631831832,236.59488222722723,9.556244091091088,2.1675684499999996,0.40164821,1.21756700461802,0.146954691781318,1.21756700461802,0.146954691781318,Mixed
Nochelesaurus,-0.336825198,0,0,1,0,264.03889284684686,259.91828747147144,4.120605375375419,1.5093999122222224,0.9635513966666666,-0.6861755106823118,0.8560729686572633,-0.6861755106823118,0.8560729686572633,Capitanian
Noteosuchus,-0.336825198,0,0,1,0,251.61753464264262,251.5016414024024,0.11589324024021153,3.4455404155555556,3.3977564299999994,0.709860338289371,3.4369011219489054,1.308059956741958,2.7143649206202936,Early Triassic
Nothosaurus,3.440096016,1,1,0,0,247.45756216516517,204.28239628328328,43.175165881881895,1.3505351855555554,0.19165869555555554,0.654674404897837,-0.14097704300177383,0.654674404897837,-0.14097704300177383,Mixed
Nundasuchus,-0.336825198,0,0,1,0,244.39167613713715,243.769166027027,0.6225101101101416,0.6848970533333333,0.42082201111111106,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Nyasasaurus,-0.336825198,0,0,1,0,245.4573217777778,242.73091697097095,2.7264048068068405,1.99659325,0.5589921188888889,1.6123933868887106,-0.1489271304716597,1.6123933868887106,-0.1489271304716597,Anisian
Nycteroleter,-0.336825198,1,0,0,0,272.2019563793794,265.86720404704704,6.334752332332357,1.5336520922222223,0.6001321766666667,-0.9037948121905878,0.1510095686941549,-0.9037948121905878,0.1510095686941549,Roadian-Wordian
Nyctiphruretus,-0.274458651,1,0,0,0,274.43181788788786,259.4997005965966,14.932117291291263,1.9311118055555556,0.39059665,-0.8025616825090931,0.2531183527279238,-0.8025616825090931,0.2531183527279238,Mixed
Obirkovia,-0.290334839,1,0,0,0,263.1999851431431,255.66831277877878,7.53167236436434,0.5581057933333333,1.0678021988888888,-0.35361237390169814,0.4329362196391936,-0.35361237390169814,0.4329362196391936,Mixed
Odoiporosaurus,-0.336825198,0,1,0,0,238.46988576276277,238.231425996997,0.2384597657657821,1.7807650233333334,1.9062546944444445,0.5197623641799644,-0.7136896918828842,0.5986076518145106,-0.27987997752744176,Ladinian
Omphalosaurus,1.955942617,1,1,0,0,250.94537572972973,236.1862634954955,14.759112234234237,1.9214278133333333,0.31839688111111114,1.376405242524066,-0.07606933620020638,1.376405242524066,-0.07606933620020638,Mixed
Orenburgia,0.88338374,1,0,0,0,251.21751132432433,246.8502689199199,4.367242404404436,1.7720351355555557,0.9216912088888888,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Oryporan,-0.336825198,0,0,1,0,250.77668603003005,248.50553946246245,2.271146567567598,3.124751777777778,2.396588951111111,2.0314610915460096,-0.8462704371416974,2.0314610915460096,-0.8462704371416974,Early Triassic
Osmolskina,-0.336825198,1,0,0,0,249.09997302902906,248.84792939439438,0.25204363463467416,2.1010781722222225,1.7939025711111112,1.9092488182519396,-0.6703432065006151,1.9092488182519396,-0.6703432065006151,Early Triassic
Owenetta,-0.159842956,0,0,1,0,261.11130844044044,248.7616153943944,12.349693046046042,0.6286667722222223,1.0577124955555557,0.2009062579906829,0.32501153527167914,0.2009062579906829,0.32501153527167914,Mixed
Pachypleurosaurus,0.035785715,1,1,0,0,243.06885886386385,236.3675459049049,6.701312958958965,1.0124874766666665,0.5698726077777778,1.2004630138582102,0.24798579917651392,1.2004630138582102,0.24798579917651392,Ladinian
Palacrodon,5.605451131,0,1,1,1,251.4114456876877,206.06600842942942,45.34543725825827,1.2915272666666664,0.20861366333333334,0.842050462664219,-0.13365881784928413,0.842050462664219,-0.13365881784928413,Mixed
Palaeagama,-0.336825198,0,0,1,0,252.50727784784783,252.39602444344342,0.11125340440440823,1.90705526,2.252267738888889,0.709860338289371,3.4369011219489054,-0.2382018202470788,1.9009348621957907,Lopingian
Paliguana,-0.336825198,0,0,1,0,249.57298256456457,249.40879792892892,0.16418463563564956,3.122662833333334,2.8149738911111113,1.9092488182519396,-0.6703432065006151,2.0292344442375527,-0.8430651298183596,Early Triassic
Pamelaria,-0.336825198,0,0,1,0,246.30170592492493,242.14724966766767,4.154456257257266,3.1483034111111112,0.7337796988888888,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Pamelina,-0.336825198,1,0,0,0,248.96214066366366,248.76221892492492,0.19992173873873753,2.6517869933333333,1.8638914288888888,1.9092488182519396,-0.6703432065006151,1.8991371271377935,-0.7225506897701666,Early Triassic
Panzhousaurus,-0.336825198,0,1,0,0,245.5583753773774,245.171169002002,0.38720637537539915,1.489572632222222,0.8449457266666668,0.8147716463490362,-0.7965389385741263,0.883144276945246,-0.7920549374616538,Anisian
Pappochelys,-0.336825198,1,0,0,0,238.01079889189188,237.71613132532534,0.29466756656654525,1.06945303,1.779630858888889,0.5197623641799644,-0.7136896918828842,0.5197623641799644,-0.7136896918828842,Ladinian
Parahupehsuchus,-0.336825198,0,1,0,0,249.18160363363364,248.96824913713715,0.21335449649649263,2.802350913333333,1.3713667144444446,1.9092488182519396,-0.6703432065006151,1.9092488182519396,-0.6703432065006151,Early Triassic
Paralonectes,-0.246610957,1,0,0,0,250.43704605505508,238.47232166166165,11.964724393393425,1.7470244366666667,1.1838596777777777,1.526600876347766,0.05525982227489906,1.526600876347766,0.05525982227489906,Mixed
Paraplacodus,-0.069774755,1,1,0,0,246.65008556856856,236.88684534334334,9.763240225225218,2.730240532222222,0.5835834222222223,1.21756700461802,0.146954691781318,1.21756700461802,0.146954691781318,Mixed
Pararcus,-0.336825198,1,0,0,0,244.0285225125125,243.7043359139139,0.324186598598601,1.1029531355555555,1.2978553655555556,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Parasaurus,-0.184652418,1,0,0,0,261.7565395085085,253.85138156156157,7.905157946946957,0.4181872944444444,0.7020527544444445,-0.3549864901367704,0.08104490758029412,-0.3549864901367704,0.08104490758029412,Mixed
Parasuchus,4.49071805,1,1,1,0,250.33457782782784,209.6207077997998,40.713870028028055,1.0858879088888889,0.13139414222222223,0.8568646331810368,-0.12408599790004728,0.8568646331810368,-0.12408599790004728,Mixed
Pareiasaurus,0.820606173,0,0,1,0,265.00602794594596,251.37382651451452,13.63220143143144,0.7474436044444445,0.3769046222222222,-0.5491704477517552,0.36669734556191863,-0.5491704477517552,0.36669734556191863,Mixed
Pareiasuchus,0.820606173,0,0,1,0,264.41648002802805,253.32690348848848,11.089576539539564,0.7270480699999999,0.27199636777777775,-0.5212222373715384,0.1718064179398935,-0.5212222373715384,0.1718064179398935,Mixed
Parringtonia,-0.336825198,0,0,1,0,244.83514236336336,244.24984817817818,0.5852941851851767,1.5343837111111112,0.3817092511111111,0.8147716463490362,-0.7965389385741263,1.336635737423194,0.16924006329182056,Anisian
Partanosaurus,-0.336825198,1,0,0,0,239.73456575575574,239.44050516316315,0.29406059259258654,1.1453534633333333,1.6160711766666667,1.5281094831347244,0.4380448974548507,1.2049450721726518,0.4732707765031393,Ladinian
Parvosuchus,-0.336825198,0,0,1,0,239.6422880790791,239.18708041841842,0.4552076606606761,0.40744353666666666,0.9063171177777778,0.7446132569171925,0.523448309350873,1.069516800883695,0.48803285964819043,Ladinian
Pectodens,-0.336825198,0,1,0,0,244.30999264264264,243.89174356456456,0.41824907807807676,1.2202206755555558,0.9880078288888888,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Pentaedrusaurus,-0.336825198,1,0,0,0,247.2693041881882,247.0427667847848,0.22653740340339823,2.3805145744444447,1.7251950833333332,1.1952010607846342,0.2071750858766483,1.2951697271741685,0.011143503402909954,Early Triassic
Permotriturus,-0.336825198,1,0,0,0,266.2489375145145,265.2461890660661,1.0027484484484148,0.43137291111111115,0.6246689022222222,-1.7192196259628885,0.8816940463736233,-1.7192196259628885,0.8816940463736233,Roadian-Wordian
Pessopteryx,-0.29868847,1,0,0,0,249.1212954314314,244.0151133233233,5.106182108108101,2.7500678300000003,1.0062833266666666,1.3514625081114375,-0.6186210454291576,1.3514625081114375,-0.6186210454291576,Mixed
Phaanthosaurus,-0.024514444,1,0,0,0,251.87854253453452,251.18053000500498,0.6980125295295352,1.8131723866666667,0.7956386466666667,0.709860338289371,3.4369011219489054,1.348878435688655,2.6650622667696444,Early Triassic
Phalarodon,2.314752011,1,1,0,0,251.18316225925926,238.8415671101101,12.341595149149157,2.0592298233333333,0.20577927222222223,1.5682572057003754,0.18918672040894718,1.5682572057003754,0.18918672040894718,Mixed
Phantomosaurus,-0.336825198,1,0,0,0,244.4417066866867,244.1353933833834,0.3063133033033125,2.016445841111111,1.2530408377777777,1.9554463929321844,1.3144315938900808,1.6263046548420432,0.7053109727896183,Anisian
Phonodus,-0.336825198,0,0,1,0,251.57264842842844,251.44587243343344,0.12677599499500047,3.4489113566666663,3.4046827166666667,0.709860338289371,3.4369011219489054,1.3764185564788631,2.6317978954025047,Early Triassic
Pinheirochampsa,-0.336825198,0,0,1,0,239.26346745345347,238.7964056786787,0.46706177477477695,0.5156681744444445,0.8471125133333333,0.7446132569171925,0.523448309350873,0.7446132569171925,0.523448309350873,Ladinian
Pintosaurus,-0.336825198,0,0,1,0,253.04450954954956,252.92333327427428,0.12117627527527475,1.260327627777778,1.7122332244444445,-1.3892424043400364,0.0361209522064403,-1.3892424043400364,0.0361209522064403,Lopingian
Pistosaurus,1.051853514,1,1,0,0,247.00506375275273,236.26838441141143,10.7366793413413,2.094912396666667,0.32732948333333334,1.2155337369968031,0.15242927306271165,1.2155337369968031,0.15242927306271165,Mixed
Placodus,3.001341619,1,1,0,0,248.82030420520522,228.90611106106107,19.91419314414415,1.4170997866666668,0.0627465211111111,1.0723474534439827,-0.10345435476328495,1.0723474534439827,-0.10345435476328495,Mixed
Polymorphodon,-0.336825198,1,0,0,0,238.55108314514513,238.23293507107107,0.31814807407405965,1.160345202222222,1.5977925633333332,0.5197623641799644,-0.7136896918828842,0.6079059620991917,-0.22872032741262122,Ladinian
Prestosuchus,0.132908243,0,0,1,0,242.50745885885885,229.5222495035035,12.985209355355352,0.17241793000000002,0.09609468222222223,0.921587597768658,-0.0883605178747523,0.921587597768658,-0.0883605178747523,Mixed
Procerosuchus,-0.336825198,0,0,1,0,240.3962668158158,240.03434776976977,0.3619190460460402,0.5995281922222221,0.8658039155555556,1.5281094831347244,0.4380448974548507,1.6884986104215196,0.7661137732728079,Ladinian
Procolina,-0.336825198,1,0,0,0,249.64817484684687,249.40144181181182,0.2467330350350494,2.3306612100000006,1.8772177655555555,2.1536733648400794,-1.0221976677827795,2.037524856193944,-0.8549993584931849,Early Triassic
Procolophon,2.016530339,0,0,1,1,251.9018458328328,246.67957886086086,5.222266971971948,1.2346131455555553,0.8841781933333333,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Procolophonichnium,-0.336825198,0,0,1,0,248.88319705505506,248.71379827227227,0.16939878278279252,3.2689672933333336,2.721282246666667,1.9092488182519396,-0.6703432065006151,1.8944648511741193,-0.746674030411279,Early Triassic
Prolacerta,1.131095946,0,0,1,1,251.82985826226226,246.75370894594593,5.076149316316332,1.0916536255555556,0.9542313588888889,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Prolacertoides,-0.336825198,1,0,0,0,251.65758855155156,251.54734535435435,0.11024319719720665,4.7412605800000005,3.5540852655555555,0.709860338289371,3.4369011219489054,1.2498186710029475,2.784711734727622,Early Triassic
Prosantosaurus,-0.336825198,1,0,0,0,241.00631134334333,240.77357567167167,0.2327356716716622,1.4683473066666668,1.7293679588888888,2.273040717030112,1.961768834357048,2.273040717030112,1.961768834357048,Ladinian
Prosaurosphargis,-0.336825198,0,1,0,0,249.21654054054054,248.92433458158158,0.2922059589589594,2.5324992288888892,1.4153317511111112,1.9092488182519396,-0.6703432065006151,1.9092488182519396,-0.6703432065006151,Early Triassic
Protanystropheus,0.158565338,1,1,0,0,246.98581426426426,241.21919753353353,5.766616730730732,2.847651481111111,0.19231719555555554,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726,Anisian
Proterosuchus,8.987645125,1,0,1,0,251.7949631221221,246.81970413213213,4.975258989989982,1.293865172222222,0.6348600466666667,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Protorosaurus,-0.184652418,1,0,0,0,262.1147457507508,253.71357973873873,8.401166012012055,0.39425688999999997,0.6868547577777778,-0.48720460009517236,0.24146842242587693,-0.48720460009517236,0.24146842242587693,Mixed
Provelosaurus,-0.151319197,0,0,1,0,267.2679235985986,263.2993033903904,3.968620208208222,0.6641104744444445,0.24869766333333335,-1.202020186079214,-0.16447357379592323,-1.202020186079214,-0.16447357379592323,Roadian-Wordian
Psephoderma,3.508831181,1,1,0,0,247.15937806106106,200.6406353113113,46.51874274974975,1.403925451111111,0.56848044,0.5925814890176528,-0.16987673955630062,0.5925814890176528,-0.16987673955630062,Mixed
Psephosauriscus,-0.118732059,0,1,0,0,246.79913661161163,238.1167871061061,8.682349505505528,3.0086802133333337,0.7860933111111111,1.4031508958770587,0.3997044364893573,1.4031508958770587,0.3997044364893573,Mixed
Psephosaurus,2.355671852,1,1,0,0,247.72411615815815,236.35535889789787,11.368757260260281,1.569366,0.22328483888888886,1.2155337369968031,0.15242927306271165,1.2155337369968031,0.15242927306271165,Mixed
Pumiliopareia,-0.336825198,0,0,1,0,256.8440029139139,256.74099871871874,0.103004195195183,1.1135236855555557,1.0746846244444446,-0.0166731716554773,-0.8592163467668951,-0.12908069745808207,-0.6834116561131143,Lopingian
Qianichthyosaurus,0.474393847,1,1,0,0,239.58497053053054,226.62639012312312,12.958580407407425,0.1389158,0.4369800588888889,0.6490210550505787,-0.42142898632237935,0.6490210550505787,-0.42142898632237935,Mixed
Qianosuchus,-0.336825198,0,1,0,0,246.6115792182182,244.17881395995997,2.432765258258229,4.100687512222222,0.8915877855555556,0.9084912781202719,-0.7903926351562492,0.9084912781202719,-0.7903926351562492,Anisian
Qianxisaurus,-0.336825198,0,1,0,0,238.97354037037036,238.76480311111112,0.20873725925923736,1.512700538888889,1.9534898988888887,0.7446132569171925,0.523448309350873,0.7151964060274902,0.3615956981859798,Ladinian
Quasianosteosaurus,-0.336825198,1,0,0,0,248.74895984284285,248.54587065965967,0.20308918318318092,2.779502085555556,2.1788378988888892,1.9092488182519396,-0.6703432065006151,1.8833801290227348,-0.8039053520303141,Early Triassic
Rautiania,-0.336825198,1,0,0,0,262.83029502502507,258.5158925685686,4.314402456456492,0.6172490822222222,1.1459604799999998,-0.5217590343653081,1.2037687604606797,-0.5217590343653081,1.2037687604606797,Capitanian
Retymaijychampsa,-0.336825198,0,0,1,0,240.42100336636636,239.9718829019019,0.44912046446447107,0.5924213477777778,0.6482222077777778,1.5281094831347244,0.4380448974548507,1.5281094831347244,0.4380448974548507,Ladinian
Rhipaeosaurus,-0.155017619,1,0,0,0,268.86843809309306,260.88616394094095,7.982274152152115,0.3301493055555556,0.18804685222222223,-0.9468069047187377,0.6130816650417747,-0.9468069047187377,0.6130816650417747,Mixed
Rhombopholis,-0.249980413,1,1,0,0,246.94551944344346,239.77678679079077,7.168732652652693,2.8397080144444447,0.4650083133333333,1.4972277014427535,0.3820267403662836,1.4972277014427535,0.3820267403662836,Mixed
Rothianiscus,-0.336825198,0,1,0,0,274.03188124924924,264.4841928088088,9.547688440440425,0.7417187755555557,0.8663473466666667,-0.8607547684224837,-0.048358955236745924,-0.8607547684224837,-0.048358955236745924,Roadian-Wordian
Ruhuhuaria,-0.336825198,0,0,1,0,244.47715984784784,243.96098394994993,0.5161758978979094,0.5686829633333333,0.4120028544444444,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Sanchiaosaurus,-0.336825198,0,1,0,0,244.10981494094096,243.68193273873874,0.42788220220222684,0.8717107511111111,0.9867654288888889,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Sanchuansaurus,-0.336825198,1,0,0,0,252.89003016516517,252.78146542042043,0.10856474474473998,1.7575490122222224,2.6660536066666665,-1.3892424043400364,0.0361209522064403,-1.0444601457084726,0.5947066013131108,Lopingian
Santaisaurus,-0.336825198,1,0,0,0,251.74171537437437,251.21985806706707,0.5218573073073003,4.720837644444445,3.5341795499999997,2.0681331579316877,1.7963094980175247,1.4150936231317788,2.5850841649293663,Early Triassic
Sarmatosuchus,-0.336825198,1,0,0,0,244.54519974374375,244.2350911131131,0.3101086306306513,1.2140601433333333,1.284133101111111,1.9554463929321844,1.3144315938900808,1.5104173552290323,0.49084609110208105,Anisian
Saurodektes,0.006791533,0,0,1,0,251.941605002002,248.7420020950951,3.199602906906904,0.5230058622222222,0.5631516355555556,2.043685113674569,0.03458954124471003,2.043685113674569,0.03458954124471003,Early Triassic
Sauropareion,0.006791533,0,0,1,0,251.4174899029029,247.55123982982985,3.866250073073047,0.5141501777777777,0.70605178,1.9917338615759443,-0.2363458031187982,1.9917338615759443,-0.2363458031187982,Early Triassic
Saurorictus,-0.336825198,0,0,1,0,257.02561115115117,256.9093442392392,0.11626691191196414,1.2153980555555555,1.1341954666666667,-0.0166731716554773,-0.8592163467668951,-0.0166731716554773,-0.8592163467668951,Lopingian
Saurosternon,-0.336825198,0,0,1,0,255.86013015215218,255.75974667867868,0.10038347347349941,1.4784806144444445,1.4843418433333333,-0.5583983187478894,-0.0119614923970951,-0.6498167539078807,-0.037523182824183564,Lopingian
Scharschengia,-0.336825198,1,0,0,0,248.87483914714716,248.62930497297296,0.2455341741741961,2.0282437655555556,1.7410857711111112,1.9092488182519396,-0.6703432065006151,1.8910586643887801,-0.7642604496957618,Early Triassic
Schultzsuchus,-0.336825198,0,0,1,0,240.02264944844845,239.5944398248248,0.4282096236236441,0.6592840911111112,0.9262424100000001,1.5281094831347244,0.4380448974548507,1.5281094831347244,0.4380448974548507,Ladinian
Sclerocormus,-0.336825198,1,0,0,0,248.7523501901902,248.57168125325325,0.18066893693696784,2.668245666666666,2.489783463333333,1.9092488182519396,-0.6703432065006151,1.8844513467499369,-0.7983745678182932,Early Triassic
Sclerosaurus,0.495501123,0,1,0,0,247.13055968468467,242.41734751051052,4.713212174174146,2.0565220699999998,0.1665511,1.4069184262684549,-0.20477052745534063,1.4069184262684549,-0.20477052745534063,Anisian
Scolotosuchus,-0.336825198,1,0,0,0,249.44498677177177,249.26747566866868,0.17751110310308604,2.9021753011111113,2.1114576955555555,1.9092488182519396,-0.6703432065006151,1.9963204727348074,-0.79568475058309,Early Triassic
Scutosaurus,0.005020988,1,0,0,0,265.59685263863867,256.91506722122125,8.681785417417416,0.3198917766666667,0.13054899222222224,-0.5094898657370559,0.2841987986659781,-0.5094898657370559,0.2841987986659781,Mixed
Scythosuchus,-0.336825198,1,0,0,0,248.90704932232234,248.6898342922923,0.21721503003004727,2.7217276200000007,1.8772317355555554,1.9092488182519396,-0.6703432065006151,1.8944607530651412,-0.7466951892810956,Early Triassic
Serpianosaurus,0.226905217,1,1,0,0,246.77321413913916,237.29456867067066,9.4786454684685,2.9592482044444446,0.4180307533333333,1.3049966145773815,0.27599397778133045,1.3049966145773815,0.27599397778133045,Mixed
Shansisuchus,-0.120290244,1,0,0,0,246.79584018418416,241.90001419019018,4.895825993993981,2.9473254066666668,0.9004410866666667,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726,Anisian
Shihtienfenia,-0.17749496,1,0,0,0,254.27712564664665,251.97685724824828,2.300268398398373,0.14850892222222223,1.7937985877777778,-0.5017290282906313,0.9114627515847659,-0.5017290282906313,0.9114627515847659,Lopingian
Shringasaurus,-0.336825198,0,0,1,0,246.64203182582582,241.9452016966967,4.6968301291291255,4.440025871111111,0.7946416311111111,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726,Anisian
Simosaurus,3.485342025,1,1,0,0,246.60792466466467,201.88914288688687,44.71878177777779,1.2745734266666666,0.4623122066666667,0.5758420564685699,-0.1803504013738825,0.5758420564685699,-0.1803504013738825,Mixed
Sinosaurosphargis,-0.336825198,0,1,0,0,245.90861202902903,244.3110795005005,1.597532528528518,1.9218923600000002,0.9018814988888888,0.8147716463490362,-0.7965389385741263,0.8147716463490362,-0.7965389385741263,Anisian
Sophineta,-0.336825198,1,0,0,0,249.58480974774773,249.37897335135136,0.2058363963963643,2.8834887188888887,2.1288422155555558,1.9092488182519396,-0.6703432065006151,2.027034941755243,-0.8398988980637976,Early Triassic
Spondylolestes,-0.336825198,0,0,1,0,257.6656717827828,253.29893097897897,4.366740803803822,1.3808736966666666,1.3748108933333334,-0.6100671456239706,-0.4390661927622956,-0.6100671456239706,-0.4390661927622956,Lopingian
Spondylosoma,-0.336825198,0,0,1,0,240.89461352952952,237.96997232132134,2.924641208208186,0.6575964355555556,1.3195034233333334,0.9308283680772939,0.08260117164094653,0.9308283680772939,0.08260117164094653,Ladinian
Stagonosuchus,-0.336825198,0,0,1,0,246.45781124924923,242.1671093233233,4.29070192592593,3.9468595277777774,0.7484585433333334,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Stauromatodon,-0.336825198,1,0,0,0,239.09043288988988,238.74256244844844,0.34787044144144375,1.0205672566666666,1.0583742500000002,0.7446132569171925,0.523448309350873,0.7446132569171925,0.523448309350873,Ladinian
Stenaulorhynchus,-0.336825198,0,0,1,0,246.67017491691692,237.19379612212214,9.476378794794783,4.672186451111112,1.7528978055555555,1.3049966145773815,0.27599397778133045,1.3049966145773815,0.27599397778133045,Mixed
Styracocephalus,-0.336825198,0,0,1,0,263.8241811211211,260.22869125125123,3.59548986986988,1.3779258,0.9771163677777778,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458,Capitanian
Suchonosaurus,-0.336825198,1,0,0,0,260.6763418128128,260.3211374294294,0.35520438338335225,0.7038288044444444,0.7993566944444445,-0.6653953549718581,0.5455263496600072,-0.26966249930348557,1.5169717862971401,Capitanian
Tanaisosaurus,-0.336825198,1,0,0,0,249.60861414114115,249.42146446146148,0.18714967967966345,3.1021659955555556,2.3369192344444447,2.1536733648400794,-1.0221976677827795,2.0351370659475894,-0.8515620823991363,Early Triassic
Tangasaurus,-0.336825198,0,0,1,0,253.65974415215214,252.1807267057057,1.4790174464464485,1.096160167777778,2.7644691577777776,-1.3892424043400364,0.0361209522064403,-1.3892424043400364,0.0361209522064403,Lopingian
Tanystropheus,3.604521916,1,1,0,0,247.05223037437437,201.46956647247248,45.582663901901896,1.4659790366666665,0.4962496344444445,0.5925814890176528,-0.16987673955630062,0.5925814890176528,-0.16987673955630062,Mixed
Tarjadia,-0.336825198,0,0,1,0,241.35888207707706,237.62638438238238,3.732497694694672,0.7123428522222223,1.4545816522222221,1.2663814553154984,0.5523930873199718,1.2663814553154984,0.5523930873199718,Ladinian
Tasmaniosaurus,1.070351645,0,0,1,1,251.89157840940942,250.80593051351352,1.085647895895903,1.107586601111111,0.36726726555555556,2.0681331579316877,1.7963094980175247,2.0681331579316877,1.7963094980175247,Early Triassic
Teleocrater,-0.336825198,0,0,1,0,246.2470136926927,242.90648898498497,3.340524707707715,3.377779076666666,0.5775167077777776,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Teratophon,-0.336825198,0,0,1,0,246.58999665865866,242.09180297497497,4.498193683683695,4.652122381111111,0.6998022311111111,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Teratosaurus,5.541490641,1,0,1,0,251.44053345645645,204.51352248048047,46.927010975975975,1.357519851111111,0.17990091777777778,0.7954175056007955,-0.15101585985619742,0.7954175056007955,-0.15101585985619742,Mixed
Teyujagua,-0.336825198,0,0,1,0,249.7561945025025,249.57697397897897,0.1792205235235258,3.3150755899999997,2.906756951111111,2.1536733648400794,-1.0221976677827795,2.072178369057796,-0.9048838454256312,Early Triassic
Thadeosaurus,-0.336825198,0,0,1,0,255.98454239139141,255.87970861861862,0.1048337727727926,1.0498175777777778,0.9921957933333334,-0.5583983187478894,-0.0119614923970951,-0.5910455269319052,-0.021090043191560468,Lopingian
Thaisaurus,-0.336825198,0,1,0,0,248.90871973773773,248.682684008008,0.2260357297297162,3.0111251699999997,2.057433118888889,1.9092488182519396,-0.6703432065006151,1.8942597276020596,-0.7477331000896937,Early Triassic
