occurrence_no,common_body_parts,pres_mode,preservation_quality,abund_value,abund_unit,class,order,family,genus,life_habit,diet,collection_no,early_interval,late_interval,time_bins,museum,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,lithology2,lithification2,environment,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,preservation_comments,collection_type,collection_methods,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
755725,,body,,1,individuals,Osteichthyes,Cotylosauria,Caseidae,Cotylorhynchus,,,80917,Kungurian,Roadian,-,FMNH,283.5,266.9,275.2,16.6,-99.930557,33.627499,no specimen number given,US,Texas,Knox,San Angelo,Pease River,Flowerpot Shale,,Cotylorhynchus hancocki,NA,species,122303,Cotylorhynchus hancocki,species,122303,,Olson,1962,26846,Locality KW (Upper San Angelo Fm.),NA,Driver Ranch,estimated from map,seconds,outcrop,"about twelve miles north of Little Croton Creek, south of the South Fork of the Wichita River, sometimes called South Wichita River. It lies largely on a divide between two northerly flowing tributaries of the South Fork."" For details see map on p. 98 in Olson (1962).",gplates,101,mid,-28.82,3.27,scotese,101,mid,-28.17,4.55,seton,not computable using this model,NA,NA,NA,US,,group of beds,"The upper San Angelo Fm. and basal Flowerpot Fm. of Olson (1962) are widely identical to the Flowerpot Shale Member of the upper San Angelo Fm. (see Smith, 1974, University of Texas Bureau of Economic Geology, Report of Investigations No. 80)",,"""shale""",green,,,,fluvial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
755453,,body,,NA,,Osteichthyes,Cotylosauria,Sphenacodontidae,Ctenospondylus,,,80877,Sakmarian,,Sakmarian,,293.52,290.1,291.81,3.42,-80.900002,39.724998,,US,Ohio,Monroe,Greene,Dunkard,Niniveh Limestone,,Ctenospondylus ninevehensis,NA,species,122593,Ctenospondylus ninevehensis,species,122593,,Reisz,1986,27105,Clark Hill,NA,,based on political unit,seconds,,"""from Clark Hill on County Route 43 near junction with State Route, Salem Township""\r\nPolar coordinates approx. mark center of Salem Township.",gplates,101,mid,-14.82,-2.52,scotese,101,mid,-15.91,-4.25,seton,not computable using this model,NA,NA,NA,US,,bed,"Note: The age of the Greene Fm., wich is not well constrained, here is based on correlation chart (fig. 4) in Wellstead (1991, Bull. AMNH 209).",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754935,,body,,1,individuals,Osteichthyes,Cotylosauria,Sphenacodontidae,Sphenacodon,,,80833,Wolfcampian,,-,,298.9,286.1,292.5,12.8,-106.671387,36.184723,YMP 806 (type),US,New Mexico,Rio Arriba,Abo/Cutler,,,,Sphenacodon ferox,NA,species,122487,n. gen. Sphenacodon n. sp. ferox,species,122487,,Reisz,1986,27105,Baldwin bonebed,85339,"type horizon of Sphenacodon ferox & Ophiacodon mirus, Arroya de Agua",estimated from map,seconds,small collection,"""about a mile and a half above the confluence of the Poleo creek with the Puerco, and near the Mexican village of Arroya de Agua."" (Williston, 1916)\r\nApparently is what Williston (1916) calls the Poleo Creek a northwestern headstream of the Rio Puerco (see Williston & Case, 1913 p. 1 fig. 1, Inst. Washington Publ. 181), however, in modern maps a southwestern headstream is designated as Poleo Creek. ",gplates,101,mid,-34.08,4.56,scotese,133,mid,-36.58,8.28,seton,not computable using this model,NA,NA,NA,US,FED,bed,,,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,D. A. Baldwin,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754406,,body,good,17,specimens,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Haptodus,,,80784,Missourian,,Kasimovian,ROM,305.9,303.7,304.8,2.2,-95.259048,38.378502,"RM14156 skeleton of immature individual (holotype); RM 14157 incomplete skill of immature individual; RM 14157 dentary and splenial; RM14159 hind-limb; RM14162 quadrate process of pterygoid; RM14223 lumbar neural arch and ischium; ROM29872 incomplete skeleton; ROM29937 incomplete skeleton; ROM30099 left lower jaw; ROM43601 left mandibular ramus, right dentary, quadratojugal, epipterygoid, and clavicle; ROM43602 skull, mandible, and a few caudal vertebrae with heal arches; ROM43603 right hind-limb and pelvic girdle and incompletely preserved left femur; ROM43604, disarticulated skeleton including a few cranial elements; ROM43605 left scapulocoracoid; ROM43606 skull lacking braincase; ROM43607 articulated string of postcervical vertebrae and ribs; ROM43608 left maxilla and lacrimal",US,Kansas,Anderson,Stanton,Lansing,Rock Lake Shale,,Haptodus garnettensis,NA,species,122358,Haptodus n. sp. garnettensis,species,122358,,Currie,1977,28870,Garnett Quarry,NA,"Garnett Vertebrate Fauna, Charles Hardesty farm",estimated from map,6,outcrop,"""6 miles northwest of Garnett"" (Reisz, 1986); ""NW 1/4, NE 1/4, sec. 5, tp. 20 S, rge. 19 E, Putnam Township, Anderson County, Kansas"" (Reisz & Berman, 1986)\r\n""Charles A. Hardest farm, NW/4 NE/4 sec. 5 T20S R19E, Putnam Township, Anderson County, Kansas. The Universal Transverse Mercantor (UTM) coordinates of the quarry are 15STN963466. Locality is close to Garnett, Kansas."" (Laurin 1993). ",gplates,101,mid,-27.44,-2.3,scotese,101,mid,-27.72,-2.97,seton,not computable using this model,NA,NA,NA,US,,group of beds,"""Rock Lake Member, Stanton Formation, Lansing Group, Missourian Series, Upper Pennsylvanian"" (Reisz & Berman, 1996)\r\nall vertebrate remains seem to come exclusively from the basal part of the Rock Lake Shale (see Reisz et al., 1982)","""dark greyishbrown, moderately well bedded, very carbonaceous, calcareous mudstone"" (Reisz et al., 1982)",mudstone,brown,,,,fine channel fill,"""The Rock Lake Shale is a rather thin but otherwise typical ’outside’ shale of a ’Kansas Megacyclothem’ sequence formed as a change from regressive to transgressive conditions occurred [...] The site is located along the western edge of what was, during the Late Pennsylvanian, a shallow, forested stream valley or channel that was eroded into a limestone coastal plain during the latter stages of a major eustatic fall in sea level. As the succeeding rise in sea level occurred, the valley was gradually flooded by estuarine waters"" (Reisz et al., 1982).\r\nSequence stratigraphy is interpreted from the description given by Reisz et al. (1982). The surface of the underlying limestone is the sequence boundary merged with the transgressive surface and the Lake Rock Shale is the basalmost deposit of the transgressive systems tract.",macrofossils,some,some,,,,taxonomic,"bulk,mechanical",,,,"F. E. Peabody, R. Camp, R. L. Carroll, R. R. Reisz, M. J. Heaton, B. R. Pynn, G. MacDonald","1953-1956, 1965, 1980, 1981",,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754405,,body,,1,individuals,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Hypselohaptodus,,,80783,Asselian,,Asselian,BGS,298.9,293.52,296.21,5.38,-1.575,52.375,Gz 1071 (type),UK,England,Warwickshire,Kenilworth Sandstone,Warwickshire,,,Hypselohaptodus grandis,NA,species,122357,Haptodus n. sp. grandis,species,122357,recombined as,Paton,1974,30063,Kenilworth,NA,,based on nearby landmark,seconds,small collection,""" [...] close to Kenilworth [...] "". Paton (1974) states that all the material collected from near Kenilworth comes from a single locality whose precise location is not known. Locality is ""probably now obscured by buildings"" (Paton 1974).",gplates,315,mid,13.51,6.65,scotese,315,mid,11.86,4.51,seton,not computable using this model,NA,NA,NA,UK,,group of beds,"The Kenilworth Sandstone is lowest Permian, possibly uppermost Carboniferous, and is a subunit of the Warwickshire Group (e.g., Powell et al., 2000, British Geological Survey Research Report RR/00/01; Ruffell et al., 2006, in Brenchley & Rawson (eds.), The Geology of England and Wales).","The Kenilworth Sandstone Formation is represented mainly by coarse grained siliciclastics (sandstones, conglomerates, breccias) deposited by freshwater action (Powell et al., 2000; Ruffell et al., 2006). ","""siliciclastic""",,,,,fluvial indet.,,macrofossils,,,,,,taxonomic,survey of museum collection,,,,,,GSM = Geological Survey Museum (British Geological Survey)\r\nGz = Warwick County Museum,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754240,,body,,NA,,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Haptodus,,,80777,Artinskian,,Artinskian,,290.1,283.5,286.8,6.6,4.302778,46.984165,,FR,Bourgogne,Saône-et-Loire,,,,,Haptodus baylei,NA,species,122354,n. gen. Haptodus n. sp. baylei,species,122354,,Reisz,1986,27105,Les Telots,NA,"Les Télots, Autunois",based on nearby landmark,seconds,,"Les Telots, near Autun; polar coordinates are for Les Télots",gplates,305,mid,18.55,2.72,scotese,305,mid,19.02,4.17,seton,not computable using this model,NA,NA,NA,FR,,,"""The localitiy yields outcrops of the Millery Formation (Autunian, Rotliegend) of Artinskian age (formerly Sakmarian; see Werneburg & Schneider, 2006; Schneider et al., 2014)"" (Spindler, 2015)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754217,,body,,1,individuals,Osteichthyes,Cotylosauria,Caseidae,Datheosaurus,,,80773,Kuzel,,-,MfN,300.3,297.7,299,2.6,16.520279,50.573055,MB. R. 1015.1-2 (type; part and counterpart; formerly reposited in the Geologisches Landesmuseum Berlin) ,PL,Lower Silesia,"Kodzko (Glatz, Kladsko)",Ludwikowice,Rotliegend,,,Datheosaurus macrourus,NA,species,147881,n. gen. Datheosaurus n. sp. macrourus,species,147881,,Schroeder,1905,30036,Nowa Ruda,NA,Neurode; Intrasudetic Basin,estimated from map,seconds,small collection,"""Der Fund wurde in dem Steinbruche bei den Schindelhäusern, welcher Eigentum des Bergwerksbesitzers Herrn Dr. jur. Linarz ist, von Steinbrechern gemacht. Die Örtlichkeit befindet sich 1,5 km östlich der Stadt Neurode und 0,37 km westlich der Chaussee Neurode-Schlegel."" [""The find was made by quarrymen in the Quarry at Schindelhäuser which is property of Mr. LL. D. Linarz. The locality is 1.5 km east of the town of Nowa Ruda and 0.37 km west of Nowa Ruda-Supiec road.""] (Dathe, 1900, cited in Schroeder, 1905; German town names replaced by Polish names in the translation).\r\nPolar coordinates are based on ""Geologic Map of Prussia and Adjacent States"" (sheet Neurode).",gplates,305,mid,24.77,7.37,scotese,305,mid,23.07,4.86,seton,not computable using this model,NA,NA,NA,PL,,group of beds,"Dathe (1900, cited in Schroeder, 1905) gives the stratigraphic horizon as ""unterste Stufe der Unteren Kuseler Schichten, nämlich die der rotbraunen Sandsteine und Konglomerate mit Porphyrgeröllen"" [""lowermost Lower Kusel Beds, namely the reddish brown sandstones and conglomerates with porphyry pebbles""] and says that it represents the ""älteste und tiefste Rotliegend Stufe"" [""oldest and lowermost Rotliegend""].\r\nThese beds are mentioned as ""reddish brown sandstones and conglomerates with porphyry pebbles"" by Dathe (1904, Erläuterungen zur Geologischen Karte von Preußen und benachbarten Bundesstaaten, Blatt Neurode) and as ""Plate Sandstone"" by Jerzykiewicz (1987, Palynology 11) and are said/figured to underlie the beds called ""Anthracosia shale"". The latter unit is assigned to the Krajanów Formation of modern nomenclature. So it appears that Dathe's ""reddish brown sandstones and conglomerates with porphyry pebbles"" correspond to the Ludwikowice Formation that is overlain by the Krajanów Formation in the Intrasudetic Basin (see Kurowski, 1998, GeoLines (Prague) 6).\r\n""According to Schroeder (1904), the specimen was excavated from the lowermost unit of the Untere Kuseler Schichten (Lower Kusel beds), Lower Rotliegend (Lower Autunian) as part of the IntraSudetic Basin, Poland. It was correlated to the lowermost Permian by Huene (1956) and recently recalibrated to the Late Carboniferous Ludwikowice Formation (Niedzwiedzki & Bojanowski, 2012). Its probable age is Stephanian C, respectively Gzhelian (Nowak, 1998; Awdankiewicz et al., 2003; Schneider & Werneburg, 2012; Schneider et al., 2014)."" (Spindler, 2015)",,sandstone,,,,,fluvial-lacustrine indet.,The deposits of the Intrasudetic Basin (considered a intramontane basin) are in part of fluvial and in part of lacustrine origin.,macrofossils,,,,,,taxonomic,"selective quarrying,survey of museum collection",,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
754185,,body,,1,individuals,Osteichthyes,Cotylosauria,Edaphosauridae,Edaphosaurus,,,80770,Wolfcampian,,-,FMNH,298.9,286.1,292.5,12.8,-106.616386,36.1175,FMNH UC 674 (type); specimen number from Reisz (1986),US,New Mexico,Rio Arriba,Abo/Cutler,,,,Edaphosaurus novomexicanus,NA,species,122351,Edaphosaurus n. sp. novomexicanus,species,122351,,Williston and Case,1913,28377,Arroyo del Agua type locality of Edaphosaurus novomexicanus,NA,,based on nearby landmark,seconds,small collection,"""vicinity of Arroyo de Agua, New Mexico"" (Williston & Case, 1913). Lat long is for village of Arroyo del Agua.",gplates,101,mid,-34.08,4.48,scotese,133,mid,-36.58,8.2,seton,not computable using this model,NA,NA,NA,US,FED,,,,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,survey of museum collection,,,,F. von Huene,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753788,,body,,1,individuals,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,,,80732,Sakmarian,Artinskian,-,,293.52,283.5,288.51,10.02,-96.98333,37.233334,FMNH (WM) 454 (type),US,Kansas,Cowley,Barneston Limestone,Chase,Fort Riley Limestone,,Ophiacodon hilli,NA,species,137372,n. gen. Winfieldia n. sp. hilli,species,137372,recombined as,Reisz,1986,27105,Wildcat Canyon,NA,,based on nearby landmark,minutes,small collection,"Wildcat Canyon, near Winfield; Lat long is for Winfield",gplates,101,mid,-27.04,1.08,scotese,101,mid,-27.02,1.29,seton,not computable using this model,NA,NA,NA,US,,member,"""The equivalents of the Stillwater in southern Kansas and in Osage and Kay counties, Oklahoma, consist of a series of limestones and shales [...] named, in ascending order as follows: Cottonwood limestone and Garrison shale of the Council Grove group, the Wreford limestone, Matfield shale, Florence flint, Fort Riley limestone, Doyle shale, and Winfield limestone of the Chase group, and the Luta limestone, Enterprise shale, and Herington limestone members of the Marion formation of the Sumner group [...] The Stillwater forms the lowest division of the Oklahoma Permian red beds, its base being placed at the base of cottonwood limestone which is accepted as the base of the Kansas Permian"" (Gould, 1930, Proceedings of the Oklahoma Academy of Science for 1930). The Stillwater beds are considered ""contemporaneous"" to the Wichita beds of Texas (Gould, 1930).\r\nThe stratigraphic chart of Sawin et al. (2008, Current Research in Earth Sciences, Bulletin 254, part 2 [http://www.kgs.ku.edu/Current/2008/Sawin/index.html]) shows the Fort Riley Limestone as the topmost member of the Barneston Ls. Fm., the latter, according to the authors, being the Late Sakmar-Early Artinsk in age.  ",,not reported,,,,,marine indet.,"""The equivalent of the Stillwater beds in Kansas are recognized to be the result of marine deposition"" (Gould, 1930)",macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753759,,body,,1,individuals,Osteichthyes,Cotylosauria,Ophiacodontidae,Stereophallodon,,,80723,Wolfcampian,,-,MCZ,298.9,286.1,292.5,12.8,-98.411697,33.527401,MCZ 1535,US,Texas,Clay,Pueblo,Cisco,,,Stereophallodon ciscoensis,NA,species,122333,n. gen. Stereophallodon n. sp. ciscoensis,species,122333,,Romer,1937,43845,"Watson quarry, southeast of Windthorst",NA,"Stereophallodon type, WPA, Work Project No. 16321, Clay County Site 30",based on nearby landmark,4,small collection,"4 miles south-southeast of Windthorst (1 mi. E, 3 mi. S of Windthorst); Pat Watson quarry, in bluffs 100 yds E of road",gplates,101,mid,-29.92,-1.42,scotese,101,mid,-28.8,0.65,seton,not computable using this model,NA,NA,NA,US,,bed,now may belong to Wichita Group,,not reported,,,,,terrestrial indet.,,macrofossils,,some,,,,taxonomic,"selective quarrying,surface (in situ),field collection",,,,WPA,1941,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753746,,body,,NA,,Osteichthyes,Cotylosauria,Ophiacodontidae,Baldwinonus,,,80720,Asselian,Sakmarian,-,,298.9,290.1,294.5,8.8,-80.933334,39.766666,,US,Ohio,Monroe,,Washington,,,Baldwinonus dunkardensis,NA,species,122332,Baldwinonus dunkardensis,species,122332,,Reisz,1986,27105,"Locality 6, near Cameron",NA,,based on nearby landmark,minutes,,"Locality 6, near Cameron",gplates,101,mid,-14.93,-2.65,scotese,101,mid,-16.37,-5.02,seton,not computable using this model,NA,NA,NA,US,,,"Dunkard series = Asselian - Sakmarian (Wellstead, 1991)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753718,,body,,NA,,Osteichthyes,Cotylosauria,Ophiacodontidae,Stereorhachis,,,80716,Stephanian,,-,,307.4,300.3,303.85,7.1,4.383333,47.049999,,FR,Bourgogne,,,,,,Stereorhachis dominans,NA,species,122330,Stereorhachis dominans,species,122330,,Reisz,1986,27105,Igornay,NA,,based on nearby landmark,minutes,,"Igornay, near Autun",gplates,305,mid,17.05,0.37,scotese,305,mid,16.31,-1.76,seton,not computable using this model,NA,NA,NA,FR,,,,,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753711,,body,,14,specimens,Osteichthyes,Cotylosauria,Ophiacodontidae,Clepsydrops,,,80714,Missourian,,Kasimovian,FMNH,305.9,303.7,304.8,2.2,-87.825897,40.100201,"FMNH (WM) 6530 (type), 6531 (part), 6535, 6540, 6542, 6547 (part), 6551, 6553 (part), 6555-6557, 6573 (part), 6575, 6578",US,Illinois,Vermilion,Bond,McLeansboro,,,Clepsydrops collettii,NA,species,122329,n. gen. Clepsydrops n. sp. collettii,species,122329,,Romer and Price,1940,5692,Danville Locality (Vertebrates),NA,Oakwood Locality; Horseshoe Bend; Vermillion River; Illinois bonebed,stated in text,4,outcrop,"""the well-known Danville or 'Oakwood' locality [...] Horseshoe Bend locality near the SE/C of Sec. 23-19N-13W"" (DeMar, 1970)\r\n""Vermilion River, near Danville"" (Reisz, 1986)",gplates,101,mid,-21.55,-3.51,scotese,101,mid,-21.86,-4.37,seton,not computable using this model,NA,NA,NA,US,,group of beds,"""We believe the vertebrates have been collected from a zone 10 feet or so below the Shoal Creek Member of the Bond Formation"" (DeMar, 1970)\r\nNote: Shoal Creek Member is equivalent to Carthage Limestone Member, a name now used throughout the Illinois Basin for that lithological unit; see Jacobson (2002) A summary of references with changes in Pennsylvanian stratigraphic nomenclature at the ISGS since Bulletin 95. [Online] http://www.isgs.illinois.edu/maps-data-pub/coal-maps/pennstratigraphy.shtml ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,"surface (in situ),field collection,survey of museum collection",,,,Cope,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753620,,body,,1,individuals,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,,,80690,Leonardian,,-,,286.1,273.01,279.555,13.09,-99.139442,33.669724,AMNH 4109 (type),US,Texas,Baylor,Waggoner Ranch,Wichita,,,Ophiacodon major,NA,species,122336,Ophiacodon n. sp. major,species,122336,,Reisz,1986,27105,Maybelle,NA,"Locality VIc (Romer & Price 1940), Mabelle",based on nearby landmark,seconds,,"""north of Maybelle, Baylor County, Texas""; Lat Long is for Maybelle",gplates,101,mid,-29.99,-0.3,scotese,101,mid,-28.61,2.26,seton,not computable using this model,NA,NA,NA,US,,,"Waggoner Ranch Fm. is formerly known as Clyde Fm. (see Hentz, 1988, The University of Texas at Austin Bureau of Economic Geology, Report of Investigations, 170, pp. 1-55)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753600,,body,,1,individuals,Osteichthyes,Cotylosauria,Caseidae,Phreatophasma,,,80688,Ufimian,Late Kazanian,-,,276.5,266.9,271.7,9.6,54.333332,53.666668,PIN 294/24,RU,Bashkortostan,Bizhbulyak,,,,Parabradysaurus silantjevi,Phreatophasma aenigmaticum,NA,species,122315,n. gen. Phreatophasma n. sp. aenigmaticum,species,122315,,Reisz,1986,27105,Santagulov Mine,NA,"Santagulovo Mine, Santagulovskii",stated in text,minutes,,"Santagulov Mine, on the Dema River; Lat long is from Olson (1962 p. 128)",gplates,302,mid,47.55,26.12,scotese,301,mid,48.79,27.04,seton,not computable using this model,NA,NA,NA,RU,,bed,Golyusherma Subassemblage of the Ocher Assemblage; terminal part of the Ufimian to the early part of the Late Kazanian (Golubev 2000).\r\n,,not reported,,,,,marginal marine indet.,The beds of the Santagulov Mine are of marginal marine origin according to Olson (1962 p. 128),macrofossils,,,,,,taxonomic,survey of museum collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753583,,body,,5,individuals,Osteichthyes,Cotylosauria,Caseidae,Ennatosaurus,,,80685,Late Kazanian,Urzhumian,-,PIN,273.01,264.28,268.645,8.73,41.900002,64.133331,"PIN 1580/17 (type), 1580/14, 19, 24, 122 (specimen numbers are from Maddin et al., 2008)",RU,Arkhangelsk,,,,,Ennatosaurus tecton,Ennatosaurus tecton,NA,species,122314,n. gen. Ennatosaurus n. sp. tecton,species,122314,,Reisz,1986,27105,"Moroznitsa, PIN 1580",NA,Karpoga,estimated from map,minutes,outcrop,"near Karpoga, Pinega River",gplates,302,mid,37.53,33.15,scotese,301,mid,35.32,32.41,seton,not computable using this model,NA,NA,NA,RU,,group of beds,Upper Kazanian substage to lower Tatarian (= Urzhumian); Mezen Assemblage of the Dinocephalian Superassemblage (Golubev 2000),,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,survey of museum collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753220,,body,,2,individuals,Osteichthyes,Cotylosauria,Caseidae,Angelosaurus,,,80669,Kungurian,Roadian,-,,283.5,266.9,275.2,16.6,-99.917778,33.712502,"FMNH UR 257 (type), 264",US,Texas,Knox,San Angelo,Pease River,Flowerpot Shale,,Angelosaurus greeni,NA,species,122304,Angelosaurus n. sp. greeni,species,122304,,Olson,1962,26846,Locality KR (Upper San Angelo Fm.),NA,Alexander Ranch,estimated from map,seconds,outcrop,"Maverick Flats 7.5' qdr; ""on the east and west flanks of a divide between two tributaries that flow south into the South Fork of the Wichita River""; For details see maps on pp. 98, 119 in Olson (1962)",gplates,101,mid,-28.77,3.34,scotese,101,mid,-28.12,4.62,seton,not computable using this model,NA,NA,NA,US,,formation,"""Exposures in this locality are predominantly San Angelo with the Flower Pot preserved on some high erosion remnants."" (Olson, 1962)\r\nThe upper San Angelo Fm. and basal Flowerpot Fm. of Olson (1962) are widely identical to the Flowerpot Shale Member of the upper San Angelo Fm. (see Smith, 1974, University of Texas Bureau of Economic Geology, Report of Investigations No. 80)",for details see Olson (1962 p. 119),"""shale""","green,red",,sandstone,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
753219,,body,,1,individuals,Osteichthyes,Cotylosauria,Caseidae,Cotylorhynchus,,,80668,Kungurian,Roadian,-,,283.5,266.9,275.2,16.6,-99.926941,33.621944,CNHM UR 479,US,Texas,Knox,San Angelo,Pease River,Flowerpot Shale,,Cotylorhynchus hancocki,NA,species,122303,Cotylorhynchus hancocki,species,122303,,Olson,1962,26846,Locality KX (Upper San Angelo Fm.),NA,Driver Ranch,estimated from map,seconds,outcrop,"about twelve miles north of Little Croton Creek, south of the South Fork of the Wichita River, sometimes called South Wichita River. It lies largely on a divide between two northerly flowing tributaries of the South Fork."" For details see map on p. 98 in Olson (1962)",gplates,101,mid,-28.82,3.26,scotese,101,mid,-28.17,4.54,seton,not computable using this model,NA,NA,NA,US,,group of beds,"The upper San Angelo Fm. and basal Flowerpot Fm. of Olson (1962) are widely identical to the Flowerpot Shale Member of the upper San Angelo Fm. (see Smith, 1974, University of Texas Bureau of Economic Geology, Report of Investigations No. 80)",,"""shale""","green,red",,conglomerate,,terrestrial indet.,,macrofossils,,,,,"""an aggregation of bones, apparently a single individual, badly scattered [...] specimen was buried a short distance from a channel deposit and appears to have been laid down in an offchannel backwash of the drainage system represented by the channel""",taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
752575,,body,,NA,,Osteichthyes,Cotylosauria,Caseidae,Cotylorhynchus,,,80578,Kungurian,,Kungurian,,283.5,273.01,278.255,10.49,-97.47583,35.798332,,US,Oklahoma,Logan,Hennessey,,,,Cotylorhynchus romeri,NA,species,122218,n. gen. Cotylorhynchus n. sp. romeri,species,122218,,Reisz,1986,27105,Navina,NA,,estimated from map,seconds,,"""4 3/4 miles west of Navina, Logan County, Oklahoma (NW 1/4 Sec. 4, T 15 N, R 4 W)""",gplates,101,mid,-26.67,2.8,scotese,101,mid,-25.75,4.64,seton,not computable using this model,NA,NA,NA,US,,,about 200 feet above Garber-Hennessey contact,,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
752569,,body,,NA,,Osteichthyes,Cotylosauria,Caseidae,Euromycter,,,80576,Artinskian,Kungurian,-,MNHN,290.1,273.01,281.555,17.09,2.42849,44.470924,From M2 Member:  MNHN.F.MCL-2 (Holotype: complete skull with lower jaws and hyoid apparatus and postcranial elements),FR,Aveyron,,M1-M2,Grès Rouge,,,Euromycter rutenus,NA,species,122217,Casea n. sp. rutena,species,122217,recombined as,Reisz,1986,27105,Saint-Christophe-Vallon,NA,1km east of Saint Christophe Vallon,stated in text,6,outcrop,"""1 km east to the village of Saint-Christophe-Vallon, town of Valady, departement of Aveyron, Southern France"" Reisz et al. (2011)",gplates,305,mid,19.6,3.43,scotese,305,mid,20.48,5.05,seton,not computable using this model,NA,NA,NA,FR,,,"""Top of the red pelitic beds of the M2 Member, Grès Rouge Group of the Rodez Basin, “Saxo-Thuringian”, upper Sakmarian to lower Lopingian (Lopez et al. 2005, 2008), middle Early-early Late Permian."" Reisz et al. (2011)\r\n\r\nThe whole Grès rouge Group exhibits a reversed polarity, meaning that it was deposited before the mid-Wordian Illawarra Reversal. Based on comparisons with Saint-Affrique and Lodève Basin stratigraphic equivalents, Werneburg et al. (2022) estimate the M1 and M2 megasequences as having a latest Artinskian age.\r\n\r\nThe revised 2023/04 Permian stratigraphic chart and the revised ages of the Saint-Affrique Permian sequence provided by Poujol et al. (2023) both suggest instead an Artinskian-Kungurian age.",,siltstone,red,,mudstone,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,"The specimen MNHN.F.MCL-2 (“Casea” rutena) comes from the pelitic beds on the top of the first member (M1), whereas MNHN.F.MCL-1, found 120 m above stratigraphically, comes from the upper part of the second member (M2) (Bourges 1987; Gand pers. comm. 2009) - Reisz et al. (2011)",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
