id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
3909,1546812,1546812,-1.470099,Parasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3910,1546814,1546814,-1.470099,Stagonolepis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3911,1546818,1546818,-1.470099,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3912,1546822,1546822,-1.470099,Dromomeron,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3913,1546823,1546823,-1.470099,Doswellia,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3914,1546824,1546824,-1.470099,Parasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3915,1546825,1546825,-1.470099,Wannia,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Boren Quarry (MOTT VPL 3869),Neyland Quarry
3916,1546911,1546911,-1.470099,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Texas,Cooper Canyon,,Red Mud Metoposaur (MOTT 3903),
3917,1546915,1546915,-1.470099,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Headquarters Site (MOTT 3892),
3918,1546918,1546918,-1.470099,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Headquarters Site (MOTT 3892),
3919,1546937,1546937,-1.470099,Scutarx,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Headquarters NW (MOTT 3899),
3920,1546940,1546940,-1.470099,Malerisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Headquarters N (MOTT 3900),
3921,1546943,1546943,-1.470099,Rioarribasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,"Double U Ranch, SE of Post",
3922,1546947,1546947,-1.470099,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,TTU VPL 3870,Patricia Site
3923,1546948,1546948,-1.470099,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,TTU VPL 3870,Patricia Site
3924,1546951,1546951,-1.470099,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Rocker A Oil Field (MOTT 3614),
3925,1546968,1546968,-1.470099,Wannia,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,,,Lake Alan Henry-Cedar Hill (MOTT 3890),
3926,1549937,1549937,-25.48265,Kranosaura,227,208.5,Late Triassic,"(227.0, 208.5)",IN,,,Maleri,,Kranosaura type locality,
3927,1554599,1554599,38.38995,Kocurypelta,227,208.5,Late Triassic,"(227.0, 208.5)",PL,Opole,Opole,Lissauer Breccia,,Kocury,Fösterei Kotzuren
3928,1554602,1554602,38.38995,Proterochersis,227,208.5,Late Triassic,"(227.0, 208.5)",PL,Opole,Opole,Lissauer Breccia,,Kocury,Fösterei Kotzuren
3929,1555177,1555177,-50.49719,Powellvenator,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,
3930,1558115,1558115,3.837634,Grallator,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Rockingham,Cow Branch,,Solite Corporation Quarry (YPM coll),"Virginia Solite Quarry, CB1, Leaksville Junction"
3931,1559619,1559619,30.98263,Clevosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",CH,Aargau,Aargau,Klettgau,,"""Gruhalde"" clay quarry, Frick (upper saurian level)","Clay pit Gruhalde of the Tonwerke Keller AG, Frick"
3932,1565715,1565715,1.353064,Syntomiprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",
3933,1574196,1574196,1.357201,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,"NMMNH Loc. 001, Revuelto Creek",
3934,1578530,1578530,-46.11636,Guaibasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Riograndia,"Botucarai Hill, BR-287 road","Candelária, Botucaraí Hill, Sesmaria do Pinhal"
3935,1578530,1578530,-46.11636,Guaibasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Riograndia,"Botucarai Hill, BR-287 road","Candelária, Botucaraí Hill, Sesmaria do Pinhal"
3936,1578928,1578928,1.353064,Hesperosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3937,1578941,1578941,1.353064,Vancleavea,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Phytosaur Basin (UCMP 7039, PFV 205)",
3938,1579639,1579639,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 1)",
3939,1579640,1579640,3.836582,Vancleavea,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 1)",
3940,1579641,1579641,3.836582,Chindesaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 1)",
3941,1580066,1580066,1.357201,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,NMMNH L-526 [PROXY],PLS 90-002
3942,1580212,1580212,-1.470099,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3943,1581446,1581446,1.353064,Doswellia,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"near Billings Gap, PFV 445",The Doswellia Quarry
3944,1581447,1581447,1.353064,Desmatosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"near Billings Gap, PFV 445",The Doswellia Quarry
3945,1581449,1581449,1.353064,Acaenasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"near Billings Gap, PFV 445",The Doswellia Quarry
3946,1581452,1581452,1.353064,Vancleavea,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"near Billings Gap, PFV 445",The Doswellia Quarry
3947,1581453,1581453,1.353064,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"near Billings Gap, PFV 445",The Doswellia Quarry
3948,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3949,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3950,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3951,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3952,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3953,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3954,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3955,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3956,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3957,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3958,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3959,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3960,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3961,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3962,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3963,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3964,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3965,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3966,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3967,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3968,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3969,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3970,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3971,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3972,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3973,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3974,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3975,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3976,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3977,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3978,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3979,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3980,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3981,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3982,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3983,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3984,1586159,1586159,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3985,1586160,1586160,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3986,1589317,1589317,1.357201,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,"Coyote Amphitheater, NMMNH L-911",
3987,1589319,1589319,1.357201,Vancleavea,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,"Coyote Amphitheater, NMMNH L-911",
3988,1593261,1593261,-46.11636,Maehary,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3989,1593287,1593287,-52.85442,Yelaphomte,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,Quebrada del Puma,
3990,1598305,1598305,-46.11636,Microsphenodon,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3991,1610810,1610810,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",CH,Aargau,Aargau,Klettgau,,Frickberg,
3992,1610811,1610811,30.98263,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",CH,Aargau,Aargau,Klettgau,,Frickberg,
3993,1611321,1611321,1.358284,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"Bethany Church, Gulf",
3994,1611324,1611324,3.837634,Apatopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Rockingham,Cow Branch,,Solite Corporation Quarry (YPM coll),"Virginia Solite Quarry, CB1, Leaksville Junction"
3995,1611391,1611391,6.739012,Tanytrachelos,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Hunterdon,Lockatong,,NJ-29 exposures,Byram
3996,1611396,1611396,6.739012,Apatopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Hunterdon,Lockatong,,NJ-29 exposures,Byram
3997,1616704,1616704,30.98263,Tuebingosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3998,1624400,1624400,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
3999,1624401,1624401,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Freiburg,Löwenstein,,Trossingen - Obere Mühle (lower),"ETE Locality 1558, Plateosaurus bonebed"
4000,1637389,1637389,-46.11636,Macrocollum,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,,Boi da Guampa Torta,
4001,1659629,1659629,1.357201,Unguinychus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,San Miguel,Garita Creek,,"Homestead Site, Garita Creek",
4002,1660033,1660033,-1.470099,Garzapelta,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,"Double U Ranch, SE of Post",
4003,N1,N1,-46.11636,Aetosauroides,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Buriol,Santa Maria,Hyperodapedon,ULBRA,
4004,N2,N2,-46.11636,Aetosauroides,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Faixa Nova Area,Santa Maria,Hyperodapedon,UFSM,
4005,N3,N3,-46.11636,Aetosauroides,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Faixa Nova Area,Santa Maria,Hyperodapedon,UFRGS-PV-,
4006,N4,N4,-46.11636,Aetosauroides,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Piche,Santa Maria,Hyperodapedon,MCN-PV,
4007,N9,N9,-46.11636,Amanasaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Pivetta,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4008,N10,N10,-46.11636,Amanasaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Pivetta,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4009,N31,N31,-46.11636,Buriolestes,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Buriol,Santa Maria,Hyperodapedon,ULBRA,
4010,N32,N32,-46.11636,Buriolestes,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Buriol,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4011,N33,N33,-46.11636,Buriolestes,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Piche,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4012,N34,N34,-46.11636,Buriolestes,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Piche,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4013,N38,N38,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4014,N39,N39,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4015,N40,N40,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4016,N41,N41,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4017,N42,N42,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4018,N43,N43,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,UFRGS-PV-,
4019,N44,N44,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Sesmaria do Pinhal 1,Caturrita,Riograndia,MCN-PV-,
4020,N45,N45,-46.11636,Clevosaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,MCN-PV-,
4021,N46,N46,-50.49719,Coloradisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Los Colorados. La Esquina,Los Colorados,-,PVL,
4022,N246,N246,-46.11636,Gnathovorax,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Marchezan,Santa Maria,Hyperodapedon,CAPPA/UFSM,
4023,N247,N247,-46.11636,Guaibasaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Sesmaria do Pinhal 2,Caturrita,Riograndia,MCN-PV,
4024,N248,N248,-46.11636,Guaibasaurus,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Linha São Luiz,Caturrita,Riograndia,MCN-PV,
4025,N249,N249,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4026,N250,N250,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4027,N251,N251,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4028,N252,N252,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,-,Santa Maria,Hyperodapedon,MCT,
4029,N253,N253,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4030,N254,N254,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4031,N255,N255,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4032,N256,N256,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4033,N257,N257,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4034,N258,N258,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4035,N259,N259,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4036,N260,N260,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4037,N261,N261,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4038,N262,N262,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4039,N263,N263,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4040,N264,N264,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4041,N265,N265,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,ULVG,
4042,N266,N266,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,-,Santa Maria,Hyperodapedon,UFRGS-PV-,
4043,N267,N267,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4044,N268,N268,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Buriol,Santa Maria,Hyperodapedon,ULVG,
4045,N269,N269,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Buriol,Santa Maria,Hyperodapedon,ULVG,
4046,N270,N270,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,cff Rafael provável material do MNRJ se sao os mesmo do livro tombo. Alemoa,Santa Maria,Hyperodapedon,MN,
4047,N271,N271,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4048,N272,N272,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4049,N273,N273,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
4050,N274,N274,-46.11636,Hyperodapedon,227,208.5,Upper Triassic,"(227.0, 208.5)",BR,RS,Cerrito,Santa Maria,Hyperodapedon,MCT,
